mean,title
3.33,The Last Witch Hunter (2015)
3.33,Spider (2002)
3.33,Rosewood (1997)
3.33,"Yours, Mine and Ours (2005)"
3.33,Thumbsucker (2005)
3.33,Tadpole (2002)
3.33,Sukiyaki Western Django (2008)
3.33,Kind Hearts and Coronets (1949)
3.33,Tristram Shandy: A Cock and Bull Story (2005)
3.33,"Pirates! Band of Misfits, The (2012)"
3.33,8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women) (1999)
1.67,Poltergeist II: The Other Side (1986)
3.33,At Close Range (1986)
3.33,Bob le Flambeur (1955)
3.33,Pit and the Pendulum (1961)
3.33,"Rapture, The (1991)"
2.5,White Oleander (2002)
2.5,Rookie of the Year (1993)
2.5,Little Giants (1994)
5.0,Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000) (1976)
5.0,Heidi Fleiss: Hollywood Madam (1995)
2.5,"Guy Thing, A (2003)"
2.0,xXx: State of the Union (2005)
2.5,Heidi (1937)
2.5,Return to Paradise (1998)
2.5,When in Rome (2010)
2.5,Psycho II (1983)
2.5,Max Dugan Returns (1983)
2.5,"To Do List, The (2013)"
2.0,54 (1998)
5.0,Belle époque (1992)
2.5,Cool World (1992)
2.5,"Five-Year Engagement, The (2012)"
2.0,Porky's Revenge (1985)
5.0,Come and See (Idi i smotri) (1985)
2.5,Toy Soldiers (1991)
2.5,Willard (2003)
2.5,Hard Rain (1998)
2.5,Camp Nowhere (1994)
2.5,Lightning Jack (1994)
2.5,Head Over Heels (2001)
5.0,Lesson Faust (1994)
2.5,Prelude to a Kiss (1992)
5.0,Enter the Void (2009)
2.5,"Host, The (2013)"
2.5,Dragnet (1987)
2.5,Tomb Raider (2018)
5.0,Lamerica (1994)
2.5,Punchline (1988)
2.5,Summer Rental (1985)
2.5,"Oh, God! (1977)"
2.5,Monster-in-Law (2005)
2.5,Desperate Measures (1998)
1.58,Eye of the Beholder (1999)
3.17,Grave Encounters (2011)
4.75,Rififi (Du rififi chez les hommes) (1955)
3.17,Pootie Tang (2001)
2.38,Independence Day: Resurgence (2016)
4.75,Sherlock - A Study in Pink (2010)
3.17,Austenland (2013)
4.75,Journey to the West: Conquering the Demons (Daai wa sai you chi Chui mo chun kei) (2013)
4.75,Doctor Who: A Christmas Carol (2010)
3.17,Man on a Ledge (2012)
3.17,Cradle Will Rock (1999)
3.17,Roots (1977)
2.38,For Your Consideration (2006)
2.38,Confessions of a Teenage Drama Queen (2004)
2.38,Repossessed (1990)
3.17,Lockout (2012)
3.17,Auto Focus (2002)
3.17,"Three Musketeers, The (2011)"
3.17,"Upside of Anger, The (2005)"
3.17,Upstream Color (2013)
3.17,Educating Rita (1983)
4.75,3 Idiots (2009)
3.17,Because of Winn-Dixie (2005)
4.75,Hunger (2008)
4.75,Reefer Madness: The Movie Musical (2005)
3.17,"Tigger Movie, The (2000)"
4.75,Gentlemen of Fortune (Dzhentlmeny udachi) (1972)
4.75,Beautiful People (1999)
3.17,Herbie: Fully Loaded (2005)
3.17,"Love Song for Bobby Long, A (2004)"
3.17,Romeo Is Bleeding (1993)
3.17,The Odyssey (1997)
2.38,"Toy, The (1982)"
2.38,"Low Down Dirty Shame, A (1994)"
4.75,The Godfather Trilogy: 1972-1990 (1992)
4.75,My Dinner with André (1981)
3.17,Leaves of Grass (2009)
4.75,Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987)
3.17,Storytelling (2001)
3.17,Grass (1999)
3.17,Gerry (2002)
2.38,Air Bud (1997)
3.17,The Great Raid (2005)
4.75,Gozu (Gokudô kyôfu dai-gekijô: Gozu) (2003)
3.17,Metallica: Some Kind of Monster (2004)
2.38,Nothing But Trouble (1991)
4.75,"World of Apu, The (Apur Sansar) (1959)"
3.17,Hair (1979)
3.17,...And Justice for All (1979)
3.17,"What's Up, Tiger Lily? (1966)"
3.17,What Planet Are You From? (2000)
3.17,Play Time (a.k.a. Playtime) (1967)
3.17,Saw V (2008)
3.17,"Bright Lights, Big City (1988)"
1.58,Look Who's Talking Now (1993)
3.17,Gummo (1997)
3.17,Night of the Creeps (1986)
2.38,Sorority Boys (2002)
3.17,Speed Racer (2008)
3.17,"See No Evil, Hear No Evil (1989)"
4.75,Whiplash (2013)
3.17,Block Party (a.k.a. Dave Chappelle's Block Party) (2005)
2.38,"Woman in Red, The (1984)"
3.17,"Witches, The (1990)"
2.38,Sleepaway Camp (1983)
4.75,"Best of Youth, The (La meglio gioventù) (2003)"
4.75,"Wild Parrots of Telegraph Hill, The (2003)"
2.38,Battle: Los Angeles (2011)
2.38,Leatherheads (2008)
2.38,"Road to Wellville, The (1994)"
2.38,"Vanishing, The (1993)"
2.38,Hideaway (1995)
3.17,Only the Lonely (1991)
3.17,Affliction (1997)
3.17,Children of the Damned (1963)
1.19,Jason X (2002)
3.17,Gunga Din (1939)
3.17,"Strangers, The (2008)"
3.17,Going the Distance (2010)
2.38,Midnight Special (2015)
3.17,"Nanny Diaries, The (2007)"
1.58,"Ladies Man, The (2000)"
3.17,Restrepo (2010)
1.58,My Super Ex-Girlfriend (2006)
2.38,Boat Trip (2003)
3.17,White Man's Burden (1995)
2.38,View from the Top (2003)
4.75,"Awful Truth, The (1937)"
3.17,It's All Gone Pete Tong (2004)
3.17,Family Plot (1976)
4.75,Happy Together (a.k.a. Buenos Aires Affair) (Chun gwong cha sit) (1997)
2.38,Child's Play 2 (1990)
4.75,"Affair of Love, An (Liaison pornographique, Une) (1999)"
3.17,Cars 2 (2011)
4.75,The Pacific (2010)
3.17,"Lovely Bones, The (2009)"
4.75,The Blue Planet (2001)
3.17,Wall Street: Money Never Sleeps (2010)
2.38,Hobo with a Shotgun (2011)
4.75,Dead Man's Shoes (2004)
4.75,"Imposter, The (2012)"
3.17,"Bride of Frankenstein, The (Bride of Frankenstein) (1935)"
3.17,Frantic (1988)
2.38,Summer School (1987)
1.58,Pokémon the Movie 2000 (2000)
4.75,Victory (a.k.a. Escape to Victory) (1981)
2.38,Silent Running (1972)
1.9,Agent Cody Banks (2003)
4.5,Eddie Izzard: Dress to Kill (1999)
3.0,Laurel Canyon (2002)
4.5,Hangar 18 (1980)
3.0,Robot & Frank (2012)
4.5,American Made (2017)
3.0,"Hunted, The (2003)"
4.5,What Ever Happened to Baby Jane? (1962)
4.5,Thirty-Two Short Films About Glenn Gould (1993)
3.0,Love and Basketball (2000)
4.5,Marat/Sade (1966)
3.0,Twilight Zone: The Movie (1983)
3.0,Dark Blue (2003)
3.0,Crossroads (1986)
3.0,Bad News Bears (2005)
4.5,"Hush... Hush, Sweet Charlotte (1964)"
4.5,"Most Hated Family in America, The (2007)"
3.0,Nadine (1987)
3.0,I Am David (2003)
4.5,"Incredibly True Adventure of Two Girls in Love, The (1995)"
3.0,Meet the Feebles (1989)
2.25,"Odd Couple II, The (1998)"
4.5,Orlando (1992)
4.5,Frozen Planet (2011)
2.25,Clockstoppers (2002)
2.25,Once Bitten (1985)
3.0,Ladybugs (1992)
3.0,"Illusionist, The (L'illusionniste) (2010)"
3.0,Set It Off (1996)
3.0,"Newton Boys, The (1998)"
3.0,Free Enterprise (1998)
4.5,Benji the Hunted (1987)
4.5,"Times of Harvey Milk, The (1984)"
4.5,Welcome to the Sticks (Bienvenue chez les Ch'tis) (2008)
4.5,Home (2009)
3.0,"Losers, The (2010)"
3.0,Captain Horatio Hornblower R.N. (1951)
3.0,Gangster No. 1 (2000)
3.0,Tremors 3: Back to Perfection (2001)
3.0,White Sands (1992)
3.0,Holiday (1938)
4.5,"Atomic Cafe, The (1982)"
4.5,La Cérémonie (1995)
4.5,13th (2016)
4.5,Like Stars on Earth (Taare Zameen Par) (2007)
3.0,G.I. Joe: Retaliation (2013)
3.0,"Manhattan Project, The (1986)"
3.0,Harlem Nights (1989)
4.5,"Cup, The (Phörpa) (1999)"
3.0,Halloween II (2009)
3.0,Taking Woodstock (2009)
3.0,12 Rounds (2009)
3.0,Blue Collar Comedy Tour: The Movie (2003)
4.5,"Place in the Sun, A (1951)"
3.0,Twin Dragons (Shuang long hui) (1992)
3.0,Hamlet (2000)
3.0,Unforgettable (1996)
4.5,Palookaville (1996)
4.5,"Holy Mountain, The (Montaña sagrada, La) (1973)"
3.0,Gulliver's Travels (1939)
3.0,Shall We Dance? (2004)
4.5,Train of Life (Train de vie) (1998)
4.5,Miss Sloane (2016)
4.5,Divorce - Italian Style (Divorzio all'italiana) (1961)
3.0,Opera (1987)
3.0,Impostor (2002)
3.0,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)
3.0,Welcome to Sarajevo (1997)
3.0,Bushwhacked (1995)
3.0,Planet 51 (2009)
4.5,Cosmos
3.0,Baywatch (2017)
2.25,Trial and Error (1997)
4.5,Monsieur Lazhar (2011)
4.5,Deathtrap (1982)
2.25,Scooby-Doo 2: Monsters Unleashed (2004)
4.5,Android (1982)
3.0,Alice (1990)
1.8,Child's Play 3 (1991)
4.5,Flirting (1991)
4.5,"Lavender Hill Mob, The (1951)"
3.0,Peeping Tom (1960)
3.0,Tideland (2005)
3.0,Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode) (1998)
4.5,World of Tomorrow (2015)
3.0,Casanova (2005)
1.8,Dracula 2000 (2000)
4.5,Hands on a Hard Body (1996)
3.0,"Hunted, The (1995)"
3.0,"Million Dollar Hotel, The (2001)"
3.0,Life with Mikey (1993)
3.0,Tough Guys (1986)
3.0,Last Knights (2015)
4.5,Bone Tomahawk (2015)
4.5,Beloved (1998)
2.25,Return from Witch Mountain (1978)
4.5,Under the Sand (2000)
4.5,Ponette (1996)
2.25,Theodore Rex (1995)
4.5,"With a Friend Like Harry... (Harry, un ami qui vous veut du bien) (2000)"
4.5,"Impostors, The (1998)"
3.0,Honey (2003)
4.5,"Lion King 1½, The (2004)"
3.0,Indian Summer (1993)
2.25,Judgment Night (1993)
3.0,"Zero Theorem, The (2013)"
3.0,Widows' Peak (1994)
2.25,Santa Claus: The Movie (1985)
3.0,War Horse (2011)
4.5,Filth (2013)
4.5,"Promise, The (La promesse) (1996)"
4.5,Oklahoma! (1955)
3.0,Every Which Way But Loose (1978)
4.5,Cocaine Cowboys (2006)
3.0,Priest (2011)
3.0,Because I Said So (2007)
4.5,Saw (2003)
3.0,Ali G Indahouse (2002)
3.0,Underworld (1996)
4.5,Cold Fish (Tsumetai nettaigyo) (2010)
4.5,"Boss of It All, The (Direktøren for det hele) (2006)"
3.0,Black Rain (1989)
4.5,Piper (2016)
4.5,Elling (2001)
3.0,All the King's Men (2006)
3.0,Miss Peregrine's Home for Peculiar Children (2016)
4.5,Moby Dick (1956)
3.0,Critters (1986)
4.5,Deliver Us from Evil (2006)
4.5,When the Cat's Away (Chacun cherche son chat) (1996)
4.5,Hour of the Wolf (Vargtimmen) (1968)
4.5,"Jetée, La (1962)"
3.0,Shut Up & Sing (2006)
4.5,"Colonel Chabert, Le (1994)"
3.0,"Bounty, The (1984)"
3.0,"Bachelor and the Bobby-Soxer, The (1947)"
3.0,"Adventures of Ichabod and Mr. Toad, The (1949)"
2.25,Rugrats in Paris: The Movie (2000)
3.0,Living Out Loud (1998)
4.5,Thief (1981)
2.83,Eye in the Sky (2016)
2.83,"Blob, The (1988)"
2.83,The Drop (2014)
2.83,Killer Elite (2011)
2.83,Murder by Death (1976)
2.83,Paint Your Wagon (1969)
2.83,"Shaggy D.A., The (1976)"
2.83,Er ist wieder da (2015)
2.83,Nancy Drew (2007)
2.83,"Flower of My Secret, The (La flor de mi secreto) (1995)"
2.83,Miss March (2009)
2.83,Soapdish (1991)
2.83,"City of Women, The (Città delle donne, La) (1980)"
2.83,"Claim, The (2000)"
2.83,Diary of the Dead (2007)
2.83,She's Out of Control (1989)
2.83,"Doom Generation, The (1995)"
2.83,Balls of Fury (2007)
2.83,After the Thin Man (1936)
2.83,City of Ember (2008)
2.83,Holy Smoke (1999)
2.83,Haywire (2011)
2.83,"Night Listener, The (2006)"
2.83,Frankie and Johnny (1991)
2.83,In the Cut (2003)
2.83,Eddie the Eagle (2016)
2.83,"Incredible Burt Wonderstone, The (2013)"
2.83,Four Christmases (2008)
2.83,Letters to Juliet (2010)
2.83,Delirious (1991)
2.83,Legion (2010)
2.83,Rumor Has It... (2005)
2.83,D.E.B.S. (2004)
2.83,"Thousand Words, A (2012)"
2.83,Murder on the Orient Express (2017)
2.83,Deuce Bigalow: European Gigolo (2005)
2.83,Anything Else (2003)
2.83,Two Night Stand (2014)
1.42,Jaws 3-D (1983)
2.83,White Dog (1982)
2.83,City by the Sea (2002)
4.25,Devil's Playground (2002)
4.25,Goal! The Dream Begins (Goal!) (2005)
4.25,"Pom Poko (a.k.a. Raccoon War, The) (Heisei tanuki gassen pompoko) (1994)"
2.12,300: Rise of an Empire (2014)
4.25,Intact (Intacto) (2001)
4.25,All-Star Superman (2011)
4.25,20 Feet from Stardom (Twenty Feet from Stardom) (2013)
4.25,"Sword of Doom, The (Dai-bosatsu tôge) (1966)"
4.25,Why Don't You Play In Hell? (Jigoku de naze warui) (2013)
4.25,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)"
4.25,"Cement Garden, The (1993)"
4.25,Biutiful (2010)
4.25,How to Succeed in Business Without Really Trying (1967)
4.25,Rare Exports: A Christmas Tale (Rare Exports) (2010)
4.25,Slow West (2015)
4.25,Super High Me (2007)
4.25,Brothers (Brødre) (2004)
2.12,Smokey and the Bandit II (1980)
4.25,Nymphomaniac: Volume I (2013)
4.25,Walkabout (1971)
4.25,After Life (Wandafuru raifu) (1998)
4.25,"Public Enemy, The (1931)"
4.25,"Loved Ones, The (2009)"
4.25,My Architect: A Son's Journey (2003)
4.25,"Hidden Fortress, The (Kakushi-toride no san-akunin) (1958)"
4.25,The Founder (2016)
2.12,"Creature from the Black Lagoon, The (1954)"
4.25,"Perfect Candidate, A (1996)"
4.25,Song of the Little Road (Pather Panchali) (1955)
4.25,"Chinese Ghost Story, A (Sinnui yauwan) (1987)"
4.25,Promises (2001)
4.25,"Cruise, The (1998)"
4.25,All the Real Girls (2003)
4.25,P.S. (2004)
4.25,Priceless (Hors de prix) (2006)
4.25,The Square (2017)
4.25,Blow-Out (La grande bouffe) (1973)
4.25,Amazon Women on the Moon (1987)
4.25,Sleuth (2007)
4.25,Seven Sisters (2017)
4.25,Left Behind: The Movie (2000)
4.25,Dolls (2002)
4.25,"Quiet Earth, The (1985)"
2.12,"Love Guru, The (2008)"
4.25,Housebound (2014)
4.25,Impromptu (1991)
4.25,"Whole Wide World, The (1996)"
4.25,Marwencol (2010)
4.25,Dark Blue World (Tmavomodrý svet) (2001)
4.25,Police Story (Ging chaat goo si) (1985)
2.12,Dr. T and the Women (2000)
4.25,Forgotten Silver (1996)
4.25,"Young Victoria, The (2009)"
4.25,"Tenant, The (Locataire, Le) (1976)"
4.25,Point of No Return (1993)
4.25,Dave Chappelle: For What it's Worth (2004)
4.25,Brother's Keeper (1992)
4.25,Hector and the Search for Happiness (2014)
4.25,"Cry, the Beloved Country (1995)"
4.25,"Big Red One, The (1980)"
4.25,Berlin Calling (2008)
4.25,Asterix and Cleopatra (Astérix et Cléopâtre) (1968)
2.12,It Takes Two (1995)
4.25,"Very Potter Musical, A (2009)"
4.25,Stevie (2002)
4.25,I Was a Male War Bride (1949)
4.25,"Perfect Plan, A (Plan parfait, Un) (2012)"
4.25,"Damned United, The (2009)"
4.25,All Watched Over by Machines of Loving Grace (2011)
4.25,I'm Not Scared (Io non ho paura) (2003)
4.25,Nobody Knows (Dare mo shiranai) (2004)
4.25,The Post (2017)
4.25,Written on the Wind (1956)
4.25,"Leopard, The (Gattopardo, Il) (1963)"
4.25,4 Little Girls (1997)
2.12,Say It Isn't So (2001)
4.25,Mind Game (2004)
4.25,Paddington 2 (2017)
4.25,Candy (2006)
2.12,Darkness Falls (2003)
4.25,It's Such a Beautiful Day (2012)
4.25,Going Clear: Scientology and the Prison of Belief (2015)
4.25,Vatel (2000)
2.12,Beverly Hills Chihuahua (2008)
4.25,"Cottage, The (2008)"
4.25,"Corbeau, Le (Raven, The) (1943)"
4.25,Battlestar Galactica: The Plan (2009)
4.25,Perfect Sense (2011)
4.25,Stalingrad (1993)
4.25,Splendor in the Grass (1961)
4.25,Doctor Who: The Husbands of River Song (2015)
4.25,Manufacturing Consent: Noam Chomsky and the Media (1992)
1.7,Fair Game (1995)
2.12,Andre (1994)
2.12,You Got Served (2004)
2.12,American Outlaws (2001)
4.25,Dead or Alive: Hanzaisha (1999)
4.25,"Trip to Bountiful, The (1985)"
4.25,Real Women Have Curves (2002)
2.0,Jakob the Liar (1999)
4.0,"One, Two, Three (1961)"
4.0,"Hitch Hikers Guide to the Galaxy, The (1981)"
4.0,"Secret of Kells, The (2009)"
2.67,I Love You to Death (1990)
2.67,The Hitman's Bodyguard (2017)
2.67,Valentine's Day (2010)
4.0,Crows Zero (Kurôzu zero) (2007)
4.0,Triangle (2009)
4.0,The Book of Life (2014)
4.0,Wilbur Wants to Kill Himself (2002)
4.0,"Last Days, The (1998)"
2.67,Earthquake (1974)
2.67,Scream 4 (2011)
2.67,The Boss (2016)
4.0,Death Note Rewrite: Genshisuru Kami (2007)
4.0,Panic (2000)
4.0,Hard Core Logo (1996)
4.0,The Man in the Moon (1991)
4.0,Stitch! The Movie (2003)
4.0,Harry Brown (2009)
4.0,Days of Wine and Roses (1962)
2.0,Carnosaur (1993)
4.0,Day of Wrath (Vredens dag) (1943)
4.0,Stone Reader (2002)
4.0,John Adams (2008)
2.0,Alice Through the Looking Glass (2016)
4.0,"Bridge at Remagen, The (1969)"
4.0,"Divo, Il (2008)"
2.67,"Final Destination, The (Final Destination 4) (Final Destination in 3-D, The) (2009)"
4.0,"Flight of the Phoenix, The (1965)"
4.0,42 Up (1998)
2.67,Alvin and the Chipmunks: The Squeakquel (2009)
4.0,Liberty Heights (1999)
4.0,Maurice (1987)
2.67,Malibu's Most Wanted (2003)
4.0,Neon Genesis Evangelion: Death & Rebirth (Shin seiki Evangelion Gekijô-ban: Shito shinsei) (1997)
2.0,Down to You (2000)
4.0,Random Harvest (1942)
2.0,Supernova (2000)
4.0,"White Balloon, The (Badkonake sefid) (1995)"
4.0,"Good Earth, The (1937)"
2.0,My Boss's Daughter (2003)
4.0,"Idiots, The (Idioterne) (1998)"
4.0,Coherence (2013)
4.0,"Boys of St. Vincent, The (1992)"
4.0,Pride (2014)
2.0,Needful Things (1993)
2.67,Billy Jack (1971)
2.67,"Clan of the Cave Bear, The (1986)"
2.67,The Handmaiden (2016)
4.0,A Pigeon Sat on a Branch Reflecting on Existence (2014)
4.0,Metal: A Headbanger's Journey (2005)
4.0,Kill the Irishman (2011)
4.0,"Yesterday, Today and Tomorrow (Ieri, oggi, domani) (1963)"
4.0,"General, The (1998)"
4.0,To End All Wars (2001)
4.0,"Trials of Henry Kissinger, The (2002)"
4.0,"TV Set, The (2006)"
4.0,"Tree of Life, The (2011)"
4.0,"5,000 Fingers of Dr. T, The (1953)"
2.0,Hostel: Part II (2007)
4.0,Strawberry and Chocolate (Fresa y chocolate) (1993)
4.0,One Day in September (1999)
4.0,Machete Kills (Machete 2) (2013)
4.0,"History of Future Folk, The (2012)"
2.67,What If (2013)
4.0,Horse Feathers (1932)
4.0,In the Land of Women (2007)
4.0,Amarcord (1973)
4.0,"Passage to India, A (1984)"
4.0,Dragon Ball Z: Battle of Gods (2013)
2.67,Virus (1999)
2.67,Everything Must Go (2010)
4.0,Ali: Fear Eats the Soul (Angst essen Seele auf) (1974)
4.0,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)"
4.0,Double Happiness (1994)
2.67,Formula 51 (2001)
4.0,Conversations with Other Women (2005)
2.0,Woman on Top (2000)
4.0,"Story of the Weeping Camel, The (Geschichte vom weinenden Kamel, Die) (2003)"
2.67,Immortals (2011)
2.0,Solo (1996)
2.67,Hush (2016)
4.0,True Crime (1996)
4.0,Mrs. Parker and the Vicious Circle (1994)
4.0,It's My Party (1996)
4.0,49 Up (2005)
2.0,"Big Bounce, The (2004)"
4.0,I Confess (1953)
4.0,Nico and Dani (Krámpack) (2000)
4.0,"Fantasticks, The (1995)"
4.0,Recess: School's Out (2001)
4.0,Elmer Gantry (1960)
2.67,10 Items or Less (2006)
2.67,1941 (1979)
4.0,Zombie (a.k.a. Zombie 2: The Dead Are Among Us) (Zombi 2) (1979)
4.0,Death in Venice (Morte a Venezia) (1971)
4.0,Turtle Diary (1985)
4.0,Kiss Me Deadly (1955)
4.0,"Butcher Boy, The (1997)"
4.0,Pat and Mike (1952)
4.0,Artemisia (1997)
4.0,"Caine Mutiny, The (1954)"
4.0,Cries and Whispers (Viskningar och rop) (1972)
4.0,"Three Faces of Eve, The (1957)"
4.0,Alexander Nevsky (Aleksandr Nevskiy) (1938)
4.0,For Roseanna (Roseanna's Grave) (1997)
4.0,Captain Blood (1935)
4.0,Escape from Planet Earth (2013)
4.0,Welcome to Woop-Woop (1997)
2.67,"Cave, The (2005)"
2.67,Summer Catch (2001)
2.67,Cube Zero (2004)
2.67,Tyler Perry's Diary of a Mad Black Woman (2005)
4.0,Penn & Teller Get Killed (1989)
2.0,"Exorcist III, The (1990)"
4.0,The Brand New Testament (2015)
2.67,Silver Bullet (Stephen King's Silver Bullet) (1985)
4.0,"Avventura, L' (Adventure, The) (1960)"
4.0,Jackass 3.5 (2011)
4.0,Fruitvale Station (2013)
4.0,"Bang, Bang, You're Dead (2002)"
2.67,Hope Floats (1998)
4.0,Project A ('A' gai waak) (1983)
4.0,Theremin: An Electronic Odyssey (1993)
4.0,Mutant Aliens (2001)
2.67,187 (One Eight Seven) (1997)
2.67,Fire Down Below (1997)
4.0,Dead Snow 2: Red vs. Dead (2014) 
4.0,"11'09""01 - September 11 (2002)"
4.0,"Getaway, The (1972)"
4.0,"Fantastic Fear of Everything, A (2012)"
2.0,Must Love Dogs (2005)
1.6,Ghost Rider: Spirit of Vengeance (2012)
2.67,Red Heat (1988)
4.0,Grand Hotel (1932)
4.0,7 Days in Hell (2015)
4.0,"Little Foxes, The (1941)"
4.0,John Dies at the End (2012)
2.67,Mindhunters (2004)
4.0,Safety Last! (1923)
4.0,Requiem for a Heavyweight (1962)
4.0,Hysteria (2011)
4.0,Paradise Now (2005)
2.67,Getting Even with Dad (1994)
4.0,Woman of the Year (1942)
4.0,Dragon Ball Z: Cooler's Revenge (Doragon bôru Z 5: Tobikkiri no saikyô tai saikyô) (1991)
2.67,"Last Dragon, The (1985)"
2.67,Hardball (2001)
4.0,Kirikou and the Sorceress (Kirikou et la sorcière) (1998)
2.67,Mr. Woodcock (2007)
2.67,"Game Plan, The (2007)"
4.0,Storks (2016)
4.0,The Spiral Staircase (1945)
4.0,"Rome, Open City (a.k.a. Open City) (Roma, città aperta) (1945)"
4.0,"Waterdance, The (1992)"
4.0,Far From Home: The Adventures of Yellow Dog (1995)
4.0,In a World... (2013)
4.0,Bastard Out of Carolina (1996)
4.0,Wonderland (1999)
4.0,Lions For Lambs (2007)
4.0,HyperNormalisation (2016)
2.0,Freejack (1992)
4.0,Nicholas Nickleby (2002)
4.0,A Silent Voice (2016)
2.67,"In Crowd, The (2000)"
4.0,Before the Rain (Pred dozhdot) (1994)
4.0,'Til There Was You (1997)
2.0,Breathless (1983)
2.67,Hanging Up (2000)
2.67,"Vow, The (2012)"
2.67,"Hunting Party, The (2007)"
2.67,Insidious (2010)
2.67,"Minus Man, The (1999)"
4.0,Groove (2000)
4.0,We Don't Live Here Anymore (2004)
2.67,Mr. 3000 (2004)
2.67,How Do You Know (2010)
4.0,Butterfly (La lengua de las mariposas) (1999)
4.0,Yankee Doodle Dandy (1942)
4.0,Casino Jack (2010)
4.0,"Art of the Steal, The (2009)"
2.67,Major League II (1994)
4.0,State of Grace (1990)
4.0,Get Real (1998)
4.0,Legend of the Guardians: The Owls of Ga'Hoole (2010)
4.0,"Morning After, The (1986)"
4.0,Shower (Xizao) (1999)
4.0,Richard Pryor Live on the Sunset Strip (1982)
4.0,"Woman of Paris, A (1923)"
4.0,"Better Tomorrow II, A (Ying hung boon sik II) (1987)"
4.0,Interstate 60 (2002)
2.0,Hercules (2014)
2.67,Cannibal Holocaust (1980)
4.0,Bullet in the Head (1990)
2.5,American Me (1992)
3.75,Mission: Impossible - Fallout (2018)
3.75,"Librarian, The: The Curse of the Judas Chalice (2008)"
2.5,Ghosts of Girlfriends Past (2009)
3.75,"20,000 Leagues Under the Sea (1916)"
3.75,Micmacs (Micmacs à tire-larigot) (2009)
3.75,I Spit on Your Grave (2010)
1.88,Jeepers Creepers 2 (2003)
3.75,It Might Get Loud (2008)
3.75,Okja (2017)
3.75,All Good Things (2010)
2.5,Meet the Spartans (2008)
3.75,Knife in the Water (Nóz w wodzie) (1962)
3.75,World on a Wire (Welt am Draht) (1973)
3.75,Ghost in the Shell (2017)
3.75,Mulholland Dr. (1999)
3.75,Zeitgeist: The Movie (2007)
1.5,Beethoven's 2nd (1993)
3.75,Rubber (2010)
3.75,"Decline of Western Civilization, The (1981)"
3.75,Car Wash (1976)
2.5,"Crow: Salvation, The (2000)"
3.75,Destry Rides Again (1939)
3.75,"Unvanquished, The (Aparajito) (1957)"
3.75,Miss Potter (2006)
3.75,Gonzo: The Life and Work of Dr. Hunter S. Thompson (2008)
1.88,"Smurfs, The (2011)"
3.75,Wings of Honneamise (Ôritsu uchûgun Oneamisu no tsubasa) (1987)
2.5,"Reaping, The (2007)"
3.75,"Front Page, The (1974)"
3.75,Vacancy (2007)
3.75,The Fundamentals of Caring (2016)
2.5,Phantasm II (1988)
3.75,Chi-Raq (2015)
2.5,Anywhere But Here (1999)
3.75,"Town Called Panic, A (Panique au village) (2009)"
3.75,District 13: Ultimatum (Banlieue 13 - Ultimatum) (2009)
3.75,Nowhere in Africa (Nirgendwo in Afrika) (2001)
3.75,Pontypool (2008)
3.75,Basic (2003)
3.75,The Disaster Artist (2017)
3.75,Raising Victor Vargas (2002)
3.75,Jack Whitehall: At Large (2017)
3.75,Anvil! The Story of Anvil (2008)
3.75,"Girl Next Door, The (2007)"
3.75,Scouts Guide to the Zombie Apocalypse (2015)
3.75,"Hello, Dolly! (1969)"
2.5,Rock Star (2001)
3.75,Resident Evil: Retribution (2012)
3.75,"People Under the Stairs, The (1991)"
3.75,Police Story 2 (Ging chaat goo si juk jaap) (1988)
1.88,"Twilight Saga: Breaking Dawn - Part 2, The (2012)"
3.75,Kin-Dza-Dza! (1986)
2.5,"Guilt Trip, The (2012)"
3.75,High Tension (Haute tension) (Switchblade Romance) (2003)
2.5,"Curse of the Jade Scorpion, The (2001)"
3.75,Ghost in the Shell 2.0 (2008)
3.75,"Diary of a Chambermaid (Journal d'une femme de chambre, Le) (1964)"
3.75,TiMER (2009)
3.75,Dragon Ball Z: Super Android 13! (Doragon bôru Z 7: Kyokugen batoru!! San dai sûpâ saiyajin) (1992)
2.5,Love Potion #9 (1992)
3.75,Calendar Girl (1993)
3.75,Doctor Who: Last Christmas (2014)
3.75,"Woman in Black, The (2012)"
3.75,Heaven (2002)
3.75,Pelle the Conqueror (Pelle erobreren) (1987)
2.5,Tall Tale (1995)
3.75,Gigi (1949)
2.5,That's My Boy (2012)
3.75,Pat Garrett and Billy the Kid (1973)
3.75,Children of Dune (2003)
3.75,The Danish Girl (2015)
1.88,Jonah Hex (2010)
2.5,Zoolander 2 (2016)
3.75,"Mark of Zorro, The (1940)"
3.75,Blue Sky (1994)
2.5,Concussion (2015)
3.75,Act of Valor (2012)
3.75,Iron Sky (2012)
3.75,Silence (2016)
3.75,Take the Lead (2006)
3.75,"Big Boss, The (Fists of Fury) (Tang shan da xiong) (1971)"
1.88,Poltergeist III (1988)
